COM;REG;DEP;NCC;NCCENR;LIBELLE
54196;44;54;FLAVIGNY SUR MOSELLE;Flavigny-sur-Moselle;Flavigny-sur-Moselle
54197;44;54;FLEVILLE DEVANT NANCY;Fléville-devant-Nancy;Fléville-devant-Nancy
54198;44;54;FLEVILLE LIXIERES;Fléville-Lixières;Fléville-Lixières
54199;44;54;FLIN;Flin;Flin
54200;44;54;FLIREY;Flirey;Flirey
54201;44;54;FONTENOY LA JOUTE;Fontenoy-la-Joûte;Fontenoy-la-Joûte
54202;44;54;FONTENOY SUR MOSELLE;Fontenoy-sur-Moselle;Fontenoy-sur-Moselle
54203;44;54;FORCELLES SAINT GORGON;Forcelles-Saint-Gorgon;Forcelles-Saint-Gorgon
54204;44;54;FORCELLES SOUS GUGNEY;Forcelles-sous-Gugney;Forcelles-sous-Gugney
54205;44;54;FOUG;Foug;Foug
54206;44;54;FRAIMBOIS;Fraimbois;Fraimbois
54207;44;54;FRAISNES EN SAINTOIS;Fraisnes-en-Saintois;Fraisnes-en-Saintois
54208;44;54;FRANCHEVILLE;Francheville;Francheville
54209;44;54;FRANCONVILLE;Franconville;Franconville
54210;44;54;FREMENIL;Fréménil;Fréménil
54211;44;54;FREMONVILLE;Frémonville;Frémonville
54212;44;54;FRESNOIS LA MONTAGNE;Fresnois-la-Montagne;Fresnois-la-Montagne
54213;44;54;FRIAUVILLE;Friauville;Friauville
54214;44;54;FROLOIS;Frolois;Frolois
54215;44;54;FROUARD;Frouard;Frouard
54216;44;54;FROVILLE;Froville;Froville
54217;44;54;GELACOURT;Gélacourt;Gélacourt
54218;44;54;GELAUCOURT;Gélaucourt;Gélaucourt
54219;44;54;GELLENONCOURT;Gellenoncourt;Gellenoncourt
54220;44;54;GEMONVILLE;Gémonville;Gémonville
54221;44;54;GERBECOURT ET HAPLEMONT;Gerbécourt-et-Haplemont;Gerbécourt-et-Haplemont
54222;44;54;GERBEVILLER;Gerbéviller;Gerbéviller
54223;44;54;GERMINY;Germiny;Germiny
54224;44;54;GERMONVILLE;Germonville;Germonville
54225;44;54;GEZONCOURT;Gézoncourt;Gézoncourt
54226;44;54;GIBEAUMEIX;Gibeaumeix;Gibeaumeix
54227;44;54;GIRAUMONT;Giraumont;Giraumont
54228;44;54;GIRIVILLER;Giriviller;Giriviller
54229;44;54;GLONVILLE;Glonville;Glonville
54230;44;54;GOGNEY;Gogney;Gogney
54231;44;54;GONDRECOURT AIX;Gondrecourt-Aix;Gondrecourt-Aix
54232;44;54;GONDREVILLE;Gondreville;Gondreville
54233;44;54;GONDREXON;Gondrexon;Gondrexon
54234;44;54;GORCY;Gorcy;Gorcy
54235;44;54;GOVILLER;Goviller;Goviller
54236;44;54;GRAND FAILLY;Grand-Failly;Grand-Failly
54237;44;54;GRIMONVILLER;Grimonviller;Grimonviller
54238;44;54;GRIPPORT;Gripport;Gripport
54239;44;54;GRISCOURT;Griscourt;Griscourt
54240;44;54;GROSROUVRES;Grosrouvres;Grosrouvres
54241;44;54;GUGNEY;Gugney;Gugney
54242;44;54;GYE;Gye;Gye
54243;44;54;HABLAINVILLE;Hablainville;Hablainville
54244;44;54;HAGEVILLE;Hagéville;Hagéville
54245;44;54;HAIGNEVILLE;Haigneville;Haigneville
54246;44;54;HALLOVILLE;Halloville;Halloville
54247;44;54;HAMMEVILLE;Hammeville;Hammeville
54248;44;54;HAMONVILLE;Hamonville;Hamonville
54249;44;54;HANNONVILLE SUZEMONT;Hannonville-Suzémont;Hannonville-Suzémont
54250;44;54;HARAUCOURT;Haraucourt;Haraucourt
54251;44;54;HARBOUEY;Harbouey;Harbouey
54252;44;54;HAROUE;Haroué;Haroué
54253;44;54;HATRIZE;Hatrize;Hatrize
54254;44;54;HAUCOURT MOULAINE;Haucourt-Moulaine;Haucourt-Moulaine
54255;44;54;HAUDONVILLE;Haudonville;Haudonville
54256;44;54;HAUSSONVILLE;Haussonville;Haussonville
54257;44;54;HEILLECOURT;Heillecourt;Heillecourt
54258;44;54;HENAMENIL;Hénaménil;Hénaménil
54259;44;54;HERBEVILLER;Herbéviller;Herbéviller
54260;44;54;HERIMENIL;Hériménil;Hériménil
54261;44;54;HERSERANGE;Herserange;Herserange
54262;44;54;HOEVILLE;Hoéville;Hoéville
54263;44;54;HOMECOURT;Homécourt;Homécourt
54264;44;54;HOUDELMONT;Houdelmont;Houdelmont
54265;44;54;HOUDEMONT;Houdemont;Houdemont
54266;44;54;HOUDREVILLE;Houdreville;Houdreville
54268;44;54;HOUSSEVILLE;Housséville;Housséville
54269;44;54;HUDIVILLER;Hudiviller;Hudiviller
54270;44;54;HUSSIGNY GODBRANGE;Hussigny-Godbrange;Hussigny-Godbrange
54271;44;54;IGNEY;Igney;Igney
54272;44;54;JAILLON;Jaillon;Jaillon
54273;44;54;JARNY;Jarny;Jarny
54274;44;54;JARVILLE LA MALGRANGE;Jarville-la-Malgrange;Jarville-la-Malgrange
54275;44;54;JAULNY;Jaulny;Jaulny
54276;44;54;JEANDELAINCOURT;Jeandelaincourt;Jeandelaincourt
54277;44;54;JEANDELIZE;Jeandelize;Jeandelize
54278;44;54;JEVONCOURT;Jevoncourt;Jevoncourt
54279;44;54;JEZAINVILLE;Jezainville;Jezainville
54280;44;54;JOEUF;Jœuf;Jœuf
54281;44;54;JOLIVET;Jolivet;Jolivet
54282;44;54;JOPPECOURT;Joppécourt;Joppécourt
54283;44;54;JOUAVILLE;Jouaville;Jouaville
54284;44;54;JOUDREVILLE;Joudreville;Joudreville
54285;44;54;JUVRECOURT;Juvrecourt;Juvrecourt
54286;44;54;LABRY;Labry;Labry
54287;44;54;LACHAPELLE;Lachapelle;Lachapelle
54288;44;54;LAGNEY;Lagney;Lagney
54289;44;54;LAITRE SOUS AMANCE;Laître-sous-Amance;Laître-sous-Amance
54290;44;54;LAIX;Laix;Laix
54291;44;54;LALOEUF;Lalœuf;Lalœuf
54292;44;54;LAMATH;Lamath;Lamath
54293;44;54;LANDECOURT;Landécourt;Landécourt
54294;44;54;LANDREMONT;Landremont;Landremont
54295;44;54;LANDRES;Landres;Landres
54296;44;54;LANEUVELOTTE;Laneuvelotte;Laneuvelotte
54297;44;54;LANEUVEVILLE AUX BOIS;Laneuveville-aux-Bois;Laneuveville-aux-Bois
54298;44;54;LANEUVEVILLE DERRIERE FOUG;Laneuveville-derrière-Foug;Laneuveville-derrière-Foug
54299;44;54;LANEUVEVILLE DEVANT BAYON;Laneuveville-devant-Bayon;Laneuveville-devant-Bayon
54300;44;54;LANEUVEVILLE DEVANT NANCY;Laneuveville-devant-Nancy;Laneuveville-devant-Nancy
54301;44;54;LANFROICOURT;Lanfroicourt;Lanfroicourt
54302;44;54;LANTEFONTAINE;Lantéfontaine;Lantéfontaine
54303;44;54;LARONXE;Laronxe;Laronxe
54304;44;54;LAXOU;Laxou;Laxou
54305;44;54;LAY SAINT CHRISTOPHE;Lay-Saint-Christophe;Lay-Saint-Christophe
54306;44;54;LAY SAINT REMY;Lay-Saint-Remy;Lay-Saint-Remy
54307;44;54;LEBEUVILLE;Lebeuville;Lebeuville
54308;44;54;LEINTREY;Leintrey;Leintrey
54309;44;54;LEMAINVILLE;Lemainville;Lemainville
54310;44;54;LEMENIL MITRY;Leménil-Mitry;Leménil-Mitry
54311;44;54;LENONCOURT;Lenoncourt;Lenoncourt
54312;44;54;LESMENILS;Lesménils;Lesménils
54313;44;54;LETRICOURT;Létricourt;Létricourt
54314;44;54;LEXY;Lexy;Lexy
54315;44;54;LEYR;Leyr;Leyr
54316;44;54;LIMEY REMENAUVILLE;Limey-Remenauville;Limey-Remenauville
54317;44;54;LIRONVILLE;Lironville;Lironville
54318;44;54;LIVERDUN;Liverdun;Liverdun
54320;44;54;LOISY;Loisy;Loisy
54321;44;54;LONGLAVILLE;Longlaville;Longlaville
54322;44;54;LONGUYON;Longuyon;Longuyon
54323;44;54;LONGWY;Longwy;Longwy
54324;44;54;LOREY;Lorey;Lorey
54325;44;54;LOROMONTZEY;Loromontzey;Loromontzey
54326;44;54;LUBEY;Lubey;Lubey
54327;44;54;LUCEY;Lucey;Lucey
54328;44;54;LUDRES;Ludres;Ludres
54329;44;54;LUNEVILLE;Lunéville;Lunéville
54330;44;54;LUPCOURT;Lupcourt;Lupcourt
54331;44;54;MAGNIERES;Magnières;Magnières
54332;44;54;MAIDIERES;Maidières;Maidières
54333;44;54;MAILLY SUR SEILLE;Mailly-sur-Seille;Mailly-sur-Seille
54334;44;54;MAIRY MAINVILLE;Mairy-Mainville;Mairy-Mainville
54335;44;54;MAIXE;Maixe;Maixe
54336;44;54;MAIZIERES;Maizières;Maizières
54337;44;54;MALAVILLERS;Malavillers;Malavillers
54338;44;54;MALLELOY;Malleloy;Malleloy
54339;44;54;MALZEVILLE;Malzéville;Malzéville
54340;44;54;MAMEY;Mamey;Mamey
54341;;;MANCE;Mance;Mance
54342;;;MANCIEULLES;Mancieulles;Mancieulles
54343;44;54;MANDRES AUX QUATRE TOURS;Mandres-aux-Quatre-Tours;Mandres-aux-Quatre-Tours
54344;44;54;MANGONVILLE;Mangonville;Mangonville
54345;44;54;MANONCOURT EN VERMOIS;Manoncourt-en-Vermois;Manoncourt-en-Vermois
54346;44;54;MANONCOURT EN WOEVRE;Manoncourt-en-Woëvre;Manoncourt-en-Woëvre
54348;44;54;MANONVILLE;Manonville;Manonville
54349;44;54;MANONVILLER;Manonviller;Manonviller
54350;44;54;MARAINVILLER;Marainviller;Marainviller
54351;44;54;MARBACHE;Marbache;Marbache
54352;44;54;MARON;Maron;Maron
54353;44;54;MARS LA TOUR;Mars-la-Tour;Mars-la-Tour
54354;44;54;MARTHEMONT;Marthemont;Marthemont
54355;44;54;MARTINCOURT;Martincourt;Martincourt
54356;44;54;MATTEXEY;Mattexey;Mattexey
54357;44;54;MAXEVILLE;Maxéville;Maxéville
54358;44;54;MAZERULLES;Mazerulles;Mazerulles
54359;44;54;MEHONCOURT;Méhoncourt;Méhoncourt
54360;44;54;MENIL LA TOUR;Ménil-la-Tour;Ménil-la-Tour
54362;44;54;MERCY LE BAS;Mercy-le-Bas;Mercy-le-Bas
54363;44;54;MERCY LE HAUT;Mercy-le-Haut;Mercy-le-Haut
54364;44;54;MEREVILLE;Méréville;Méréville
54365;44;54;MERVILLER;Merviller;Merviller
54366;44;54;MESSEIN;Messein;Messein
54367;44;54;MEXY;Mexy;Mexy
54368;44;54;MIGNEVILLE;Mignéville;Mignéville
54369;44;54;MILLERY;Millery;Millery
54370;44;54;MINORVILLE;Minorville;Minorville
54371;44;54;MOINEVILLE;Moineville;Moineville
54372;44;54;MOIVRONS;Moivrons;Moivrons
54373;44;54;MONCEL LES LUNEVILLE;Moncel-lès-Lunéville;Moncel-lès-Lunéville
54374;44;54;MONCEL SUR SEILLE;Moncel-sur-Seille;Moncel-sur-Seille
54375;44;54;MONTAUVILLE;Montauville;Montauville
54376;44;54;MONTENOY;Montenoy;Montenoy
54377;44;54;MONTIGNY;Montigny;Montigny
54378;44;54;MONTIGNY SUR CHIERS;Montigny-sur-Chiers;Montigny-sur-Chiers
54379;44;54;MONT L ETROIT;Mont-l'Étroit;Mont-l'Étroit
54380;44;54;MONT LE VIGNOBLE;Mont-le-Vignoble;Mont-le-Vignoble
54381;44;54;MONTREUX;Montreux;Montreux
54382;44;54;MONT SAINT MARTIN;Mont-Saint-Martin;Mont-Saint-Martin
54383;44;54;MONT SUR MEURTHE;Mont-sur-Meurthe;Mont-sur-Meurthe
54385;44;54;MORFONTAINE;Morfontaine;Morfontaine
54386;44;54;MORIVILLER;Moriviller;Moriviller
54387;44;54;MORVILLE SUR SEILLE;Morville-sur-Seille;Morville-sur-Seille
54388;44;54;MOUACOURT;Mouacourt;Mouacourt
54389;44;54;MOUAVILLE;Mouaville;Mouaville
54390;44;54;MOUSSON;Mousson;Mousson
54391;44;54;MOUTIERS;Moutiers;Moutiers
54392;44;54;MOUTROT;Moutrot;Moutrot
54393;44;54;MOYEN;Moyen;Moyen
54394;44;54;MURVILLE;Murville;Murville
54395;44;54;NANCY;Nancy;Nancy
54396;44;54;NEUFMAISONS;Neufmaisons;Neufmaisons
54397;44;54;NEUVES MAISONS;Neuves-Maisons;Neuves-Maisons
54398;44;54;NEUVILLER LES BADONVILLER;Neuviller-lès-Badonviller;Neuviller-lès-Badonviller
54399;44;54;NEUVILLER SUR MOSELLE;Neuviller-sur-Moselle;Neuviller-sur-Moselle
54400;44;54;NOMENY;Nomeny;Nomeny
54401;44;54;NONHIGNY;Nonhigny;Nonhigny
54402;44;54;NORROY LE SEC;Norroy-le-Sec;Norroy-le-Sec
54403;44;54;NORROY LES PONT A MOUSSON;Norroy-lès-Pont-à-Mousson;Norroy-lès-Pont-à-Mousson
54404;44;54;NOVIANT AUX PRES;Noviant-aux-Prés;Noviant-aux-Prés
54405;44;54;OCHEY;Ochey;Ochey
54406;44;54;OGEVILLER;Ogéviller;Ogéviller
54407;44;54;OGNEVILLE;Ognéville;Ognéville
54408;44;54;OLLEY;Olley;Olley
54409;44;54;OMELMONT;Omelmont;Omelmont
54410;44;54;ONVILLE;Onville;Onville
54411;44;54;ORMES ET VILLE;Ormes-et-Ville;Ormes-et-Ville
54412;44;54;OTHE;Othe;Othe
54413;44;54;OZERAILLES;Ozerailles;Ozerailles
54414;44;54;PAGNEY DERRIERE BARINE;Pagney-derrière-Barine;Pagney-derrière-Barine
54415;44;54;PAGNY SUR MOSELLE;Pagny-sur-Moselle;Pagny-sur-Moselle
54416;44;54;PANNES;Pannes;Pannes
54417;44;54;PAREY SAINT CESAIRE;Parey-Saint-Césaire;Parey-Saint-Césaire
54418;44;54;PARROY;Parroy;Parroy
54419;44;54;PARUX;Parux;Parux
54420;44;54;PETIT FAILLY;Petit-Failly;Petit-Failly
54421;44;54;PETITMONT;Petitmont;Petitmont
54422;44;54;PETTONVILLE;Pettonville;Pettonville
54423;44;54;PEXONNE;Pexonne;Pexonne
54424;44;54;PHLIN;Phlin;Phlin
54425;44;54;PIENNES;Piennes;Piennes
54426;44;54;PIERRE LA TREICHE;Pierre-la-Treiche;Pierre-la-Treiche
54427;44;54;PIERRE PERCEE;Pierre-Percée;Pierre-Percée
54428;44;54;PIERREPONT;Pierrepont;Pierrepont
54429;44;54;PIERREVILLE;Pierreville;Pierreville
54430;44;54;POMPEY;Pompey;Pompey
54431;44;54;PONT A MOUSSON;Pont-à-Mousson;Pont-à-Mousson
54432;44;54;PONT SAINT VINCENT;Pont-Saint-Vincent;Pont-Saint-Vincent
54433;44;54;PORT SUR SEILLE;Port-sur-Seille;Port-sur-Seille
54434;44;54;PRAYE;Praye;Praye
54435;44;54;PRENY;Prény;Prény
54436;44;54;PREUTIN HIGNY;Preutin-Higny;Preutin-Higny
54437;44;54;PULLIGNY;Pulligny;Pulligny
54438;44;54;PULNEY;Pulney;Pulney
54439;44;54;PULNOY;Pulnoy;Pulnoy
54440;44;54;PUXE;Puxe;Puxe
54441;44;54;PUXIEUX;Puxieux;Puxieux
54442;44;54;QUEVILLONCOURT;Quevilloncourt;Quevilloncourt
54443;44;54;RAON LES LEAU;Raon-lès-Leau;Raon-lès-Leau
54444;44;54;RAUCOURT;Raucourt;Raucourt
54445;44;54;RAVILLE SUR SANON;Raville-sur-Sânon;Raville-sur-Sânon
54446;44;54;RECHICOURT LA PETITE;Réchicourt-la-Petite;Réchicourt-la-Petite
54447;44;54;RECLONVILLE;Réclonville;Réclonville
54449;44;54;REHAINVILLER;Rehainviller;Rehainviller
54450;44;54;REHERREY;Reherrey;Reherrey
54451;44;54;REHON;Réhon;Réhon
54452;44;54;REILLON;Reillon;Reillon
54453;44;54;REMBERCOURT SUR MAD;Rembercourt-sur-Mad;Rembercourt-sur-Mad
54455;44;54;REMENOVILLE;Remenoville;Remenoville
54456;44;54;REMEREVILLE;Réméréville;Réméréville
54457;44;54;REMONCOURT;Remoncourt;Remoncourt
54458;44;54;REPAIX;Repaix;Repaix
54459;44;54;RICHARDMENIL;Richardménil;Richardménil
54460;44;54;ROGEVILLE;Rogéville;Rogéville
54461;44;54;ROMAIN;Romain;Romain
54462;44;54;ROSIERES AUX SALINES;Rosières-aux-Salines;Rosières-aux-Salines
54463;44;54;ROSIERES EN HAYE;Rosières-en-Haye;Rosières-en-Haye
54464;44;54;ROUVES;Rouves;Rouves
54465;44;54;ROVILLE DEVANT BAYON;Roville-devant-Bayon;Roville-devant-Bayon
54466;44;54;ROYAUMEIX;Royaumeix;Royaumeix
54467;44;54;ROZELIEURES;Rozelieures;Rozelieures
54468;44;54;SAFFAIS;Saffais;Saffais
54469;44;54;SAINT AIL;Saint-Ail;Saint-Ail
54470;44;54;SAINT BAUSSANT;Saint-Baussant;Saint-Baussant
54471;44;54;SAINT BOINGT;Saint-Boingt;Saint-Boingt
54472;44;54;SAINT CLEMENT;Saint-Clément;Saint-Clément
54473;44;54;SAINT FIRMIN;Saint-Firmin;Saint-Firmin
54474;44;54;SAINTE GENEVIEVE;Sainte-Geneviève;Sainte-Geneviève
54475;44;54;SAINT GERMAIN;Saint-Germain;Saint-Germain
54476;44;54;SAINT JEAN LES LONGUYON;Saint-Jean-lès-Longuyon;Saint-Jean-lès-Longuyon
54477;44;54;SAINT JULIEN LES GORZE;Saint-Julien-lès-Gorze;Saint-Julien-lès-Gorze
54478;44;54;SAINT MARCEL;Saint-Marcel;Saint-Marcel
54479;44;54;SAINT MARD;Saint-Mard;Saint-Mard
54480;44;54;SAINT MARTIN;Saint-Martin;Saint-Martin
54481;44;54;SAINT MAURICE AUX FORGES;Saint-Maurice-aux-Forges;Saint-Maurice-aux-Forges
54482;44;54;SAINT MAX;Saint-Max;Saint-Max
54483;44;54;SAINT NICOLAS DE PORT;Saint-Nicolas-de-Port;Saint-Nicolas-de-Port
54484;44;54;SAINTE POLE;Sainte-Pôle;Sainte-Pôle
54485;44;54;SAINT PANCRE;Saint-Pancré;Saint-Pancré
54486;44;54;SAINT REMIMONT;Saint-Remimont;Saint-Remimont
54487;44;54;SAINT REMY AUX BOIS;Saint-Rémy-aux-Bois;Saint-Rémy-aux-Bois
54488;44;54;SAINT SAUVEUR;Saint-Sauveur;Saint-Sauveur
54489;44;54;SAINT SUPPLET;Saint-Supplet;Saint-Supplet
54490;44;54;SAIZERAIS;Saizerais;Saizerais
54491;44;54;SANCY;Sancy;Sancy
54492;44;54;SANZEY;Sanzey;Sanzey
54493;44;54;SAULNES;Saulnes;Saulnes
54494;44;54;SAULXEROTTE;Saulxerotte;Saulxerotte
54495;44;54;SAULXURES LES NANCY;Saulxures-lès-Nancy;Saulxures-lès-Nancy
54496;44;54;SAULXURES LES VANNES;Saulxures-lès-Vannes;Saulxures-lès-Vannes
54497;44;54;SAXON SION;Saxon-Sion;Saxon-Sion
54498;44;54;SEICHAMPS;Seichamps;Seichamps
54499;44;54;SEICHEPREY;Seicheprey;Seicheprey
54500;44;54;SELAINCOURT;Selaincourt;Selaincourt
54501;44;54;SERANVILLE;Seranville;Seranville
54502;44;54;SERRES;Serres;Serres
54504;44;54;SERROUVILLE;Serrouville;Serrouville
54505;44;54;SEXEY AUX FORGES;Sexey-aux-Forges;Sexey-aux-Forges
54506;;;SEXEY LES BOIS;Sexey-les-Bois;Sexey-les-Bois
54507;44;54;SIONVILLER;Sionviller;Sionviller
54508;44;54;SIVRY;Sivry;Sivry
54509;44;54;SOMMERVILLER;Sommerviller;Sommerviller
54510;44;54;SORNEVILLE;Sornéville;Sornéville
54511;44;54;SPONVILLE;Sponville;Sponville
54512;44;54;TANCONVILLE;Tanconville;Tanconville
54513;44;54;TANTONVILLE;Tantonville;Tantonville
54514;44;54;TELLANCOURT;Tellancourt;Tellancourt
54515;44;54;THELOD;Thélod;Thélod
54516;44;54;THEY SOUS VAUDEMONT;They-sous-Vaudemont;They-sous-Vaudemont
54517;44;54;THEZEY SAINT MARTIN;Thézey-Saint-Martin;Thézey-Saint-Martin
54518;44;54;THIAUCOURT REGNIEVILLE;Thiaucourt-Regniéville;Thiaucourt-Regniéville
54519;44;54;THIAVILLE SUR MEURTHE;Thiaville-sur-Meurthe;Thiaville-sur-Meurthe
54520;44;54;THIEBAUMENIL;Thiébauménil;Thiébauménil
54521;44;54;THIL;Thil;Thil
54522;44;54;THOREY LYAUTEY;Thorey-Lyautey;Thorey-Lyautey
54523;44;54;THUILLEY AUX GROSEILLES;Thuilley-aux-Groseilles;Thuilley-aux-Groseilles
54524;44;54;THUMEREVILLE;Thumeréville;Thumeréville
54525;44;54;TIERCELET;Tiercelet;Tiercelet
54526;44;54;TOMBLAINE;Tomblaine;Tomblaine
54527;44;54;TONNOY;Tonnoy;Tonnoy
54528;44;54;TOUL;Toul;Toul
54529;44;54;TRAMONT EMY;Tramont-Émy;Tramont-Émy
54530;44;54;TRAMONT LASSUS;Tramont-Lassus;Tramont-Lassus
54531;44;54;TRAMONT SAINT ANDRE;Tramont-Saint-André;Tramont-Saint-André
54532;44;54;TREMBLECOURT;Tremblecourt;Tremblecourt
54533;44;54;TRIEUX;Trieux;Trieux
54534;44;54;TRONDES;Trondes;Trondes
54535;44;54;TRONVILLE;Tronville;Tronville
54536;44;54;TUCQUEGNIEUX;Tucquegnieux;Tucquegnieux
54537;44;54;UGNY;Ugny;Ugny
54538;44;54;URUFFE;Uruffe;Uruffe
54539;44;54;VACQUEVILLE;Vacqueville;Vacqueville
54540;44;54;VAL ET CHATILLON;Val-et-Châtillon;Val-et-Châtillon
54541;44;54;VALHEY;Valhey;Valhey
54542;44;54;VALLEROY;Valleroy;Valleroy
54543;44;54;VALLOIS;Vallois;Vallois
54544;44;54;VANDELAINVILLE;Vandelainville;Vandelainville
54545;44;54;VANDELEVILLE;Vandeléville;Vandeléville
54546;44;54;VANDIERES;Vandières;Vandières
54547;44;54;VANDOEUVRE LES NANCY;Vandœuvre-lès-Nancy;Vandœuvre-lès-Nancy
54548;44;54;VANNES LE CHATEL;Vannes-le-Châtel;Vannes-le-Châtel
54549;44;54;VARANGEVILLE;Varangéville;Varangéville
54550;44;54;VATHIMENIL;Vathiménil;Vathiménil
54551;44;54;VAUCOURT;Vaucourt;Vaucourt
54552;44;54;VAUDEMONT;Vaudémont;Vaudémont
54553;44;54;VAUDEVILLE;Vaudeville;Vaudeville
54554;44;54;VAUDIGNY;Vaudigny;Vaudigny
54555;44;54;VAXAINVILLE;Vaxainville;Vaxainville
54556;44;54;VEHO;Vého;Vého
54557;44;54;BOIS DE HAYE;Bois-de-Haye;Bois-de-Haye
54557;;;VELAINE EN HAYE;Velaine-en-Haye;Velaine-en-Haye
54558;44;54;VELAINE SOUS AMANCE;Velaine-sous-Amance;Velaine-sous-Amance
54559;44;54;VELLE SUR MOSELLE;Velle-sur-Moselle;Velle-sur-Moselle
54560;44;54;VENEY;Veney;Veney
54561;44;54;VENNEZEY;Vennezey;Vennezey
54562;44;54;VERDENAL;Verdenal;Verdenal
54563;44;54;VEZELISE;Vézelise;Vézelise
54564;44;54;VIEVILLE EN HAYE;Viéville-en-Haye;Viéville-en-Haye
54565;44;54;VIGNEULLES;Vigneulles;Vigneulles
54566;44;54;VILCEY SUR TREY;Vilcey-sur-Trey;Vilcey-sur-Trey
54567;44;54;VILLACOURT;Villacourt;Villacourt
54568;44;54;VILLE AU MONTOIS;Ville-au-Montois;Ville-au-Montois
54569;44;54;VILLE AU VAL;Ville-au-Val;Ville-au-Val
54570;44;54;VILLECEY SUR MAD;Villecey-sur-Mad;Villecey-sur-Mad
54571;44;54;VILLE EN VERMOIS;Ville-en-Vermois;Ville-en-Vermois
54572;44;54;VILLE HOUDLEMONT;Ville-Houdlémont;Ville-Houdlémont
54573;44;54;VILLERS EN HAYE;Villers-en-Haye;Villers-en-Haye
54574;44;54;VILLERS LA CHEVRE;Villers-la-Chèvre;Villers-la-Chèvre
54575;44;54;VILLERS LA MONTAGNE;Villers-la-Montagne;Villers-la-Montagne
54576;44;54;VILLERS LE ROND;Villers-le-Rond;Villers-le-Rond
54577;44;54;VILLERS LES MOIVRONS;Villers-lès-Moivrons;Villers-lès-Moivrons
54578;44;54;VILLERS LES NANCY;Villers-lès-Nancy;Villers-lès-Nancy
54579;44;54;VILLERS SOUS PRENY;Villers-sous-Prény;Villers-sous-Prény
54580;44;54;VILLERUPT;Villerupt;Villerupt
54581;44;54;VILLE SUR YRON;Ville-sur-Yron;Ville-sur-Yron
54582;44;54;VILLETTE;Villette;Villette
54583;44;54;VILLEY LE SEC;Villey-le-Sec;Villey-le-Sec
54584;44;54;VILLEY SAINT ETIENNE;Villey-Saint-Étienne;Villey-Saint-Étienne
54585;44;54;VIRECOURT;Virecourt;Virecourt
54586;44;54;VITERNE;Viterne;Viterne
54587;44;54;VITREY;Vitrey;Vitrey
54588;44;54;VITRIMONT;Vitrimont;Vitrimont
54589;44;54;VITTONVILLE;Vittonville;Vittonville
54590;44;54;VIVIERS SUR CHIERS;Viviers-sur-Chiers;Viviers-sur-Chiers
54591;44;54;VOINEMONT;Voinémont;Voinémont
54592;44;54;VRONCOURT;Vroncourt;Vroncourt
54593;44;54;WAVILLE;Waville;Waville
54594;44;54;XAMMES;Xammes;Xammes
54595;44;54;XERMAMENIL;Xermaménil;Xermaménil
54596;44;54;XEUILLEY;Xeuilley;Xeuilley
54597;44;54;XIROCOURT;Xirocourt;Xirocourt
54598;44;54;XIVRY CIRCOURT;Xivry-Circourt;Xivry-Circourt
54599;44;54;XONVILLE;Xonville;Xonville
54600;44;54;XOUSSE;Xousse;Xousse
54601;44;54;XURES;Xures;Xures
54602;44;54;HAN DEVANT PIERREPONT;Han-devant-Pierrepont;Han-devant-Pierrepont
55001;44;55;ABAINVILLE;Abainville;Abainville
55002;44;55;ABAUCOURT HAUTECOURT;Abaucourt-Hautecourt;Abaucourt-Hautecourt
55004;44;55;AINCREVILLE;Aincreville;Aincreville
55005;44;55;AMANTY;Amanty;Amanty
55006;;;AMBLAINCOURT;Amblaincourt;Amblaincourt
55007;44;55;AMBLY SUR MEUSE;Ambly-sur-Meuse;Ambly-sur-Meuse
55008;44;55;AMEL SUR L ETANG;Amel-sur-l'Étang;Amel-sur-l'Étang
55009;44;55;ANCEMONT;Ancemont;Ancemont
55010;44;55;ANCERVILLE;Ancerville;Ancerville
55011;44;55;ANDERNAY;Andernay;Andernay
55012;44;55;APREMONT LA FORET;Apremont-la-Forêt;Apremont-la-Forêt
55013;44;55;ARRANCY SUR CRUSNES;Arrancy-sur-Crusnes;Arrancy-sur-Crusnes
55014;44;55;AUBREVILLE;Aubréville;Aubréville
55015;44;55;AULNOIS EN PERTHOIS;Aulnois-en-Perthois;Aulnois-en-Perthois
55016;;;AULNOIS SOUS VERTUZEY;Aulnois-sous-Vertuzey;Aulnois-sous-Vertuzey
55017;44;55;AUTRECOURT SUR AIRE;Autrécourt-sur-Aire;Autrécourt-sur-Aire
55018;44;55;AUTREVILLE SAINT LAMBERT;Autréville-Saint-Lambert;Autréville-Saint-Lambert
55019;;;AUZECOURT;Auzécourt;Auzécourt
55020;;;AUZEVILLE EN ARGONNE;Auzéville-en-Argonne;Auzéville-en-Argonne
55021;44;55;AVILLERS SAINTE CROIX;Avillers-Sainte-Croix;Avillers-Sainte-Croix
55022;44;55;AVIOTH;Avioth;Avioth
55023;44;55;AVOCOURT;Avocourt;Avocourt
55024;44;55;AZANNES ET SOUMAZANNES;Azannes-et-Soumazannes;Azannes-et-Soumazannes
55025;44;55;BAALON;Baâlon;Baâlon
55026;44;55;BADONVILLIERS GERAUVILLIERS;Badonvilliers-Gérauvilliers;Badonvilliers-Gérauvilliers
55027;44;55;BANNONCOURT;Bannoncourt;Bannoncourt
55028;44;55;BANTHEVILLE;Bantheville;Bantheville
55029;44;55;BAR LE DUC;Bar-le-Duc;Bar-le-Duc
